activity_id,ax_axis,ay_axis,az_axis,id,magn_z,text,time,x_axis,y_axis,z_axis
0,0,-3,-1,331,0,"andreysv, push ups, 12",1.5337E+12,-2,37,-69
0,0,-2,-1,332,0,"andreysv, push ups, 12",1.5337E+12,2,20,-68
0,1,-3,-1,333,0,"andreysv, push ups, 12",1.5337E+12,2,20,-68
0,1,-3,0,334,0,"andreysv, push ups, 12",1.5337E+12,-4,-4,-50
0,1,-3,0,335,0,"andreysv, push ups, 12",1.5337E+12,5,3,-29
0,0,-1,0,336,0,"andreysv, push ups, 12",1.5337E+12,5,3,-29
0,1,-2,-1,337,0,"andreysv, push ups, 12",1.5337E+12,4,16,-9
0,0,0,0,338,0,"andreysv, push ups, 12",1.5337E+12,-3,5,10
0,0,0,0,339,0,"andreysv, push ups, 12",1.5337E+12,4,10,1
0,0,0,0,340,0,"andreysv, push ups, 12",1.5337E+12,4,10,1
0,0,0,0,341,0,"andreysv, push ups, 12",1.5337E+12,-3,-12,0
0,0,0,0,342,0,"andreysv, push ups, 12",1.5337E+12,-3,-12,0
0,0,0,0,343,0,"andreysv, push ups, 12",1.5337E+12,-7,-4,10
0,0,0,0,344,0,"andreysv, push ups, 12",1.5337E+12,-3,2,33
0,0,0,0,345,0,"andreysv, push ups, 12",1.5337E+12,-3,2,33
0,0,1,0,346,0,"andreysv, push ups, 12",1.5337E+12,-1,-9,56
0,0,1,0,347,0,"andreysv, push ups, 12",1.5337E+12,-1,-9,56
0,0,1,1,348,0,"andreysv, push ups, 12",1.5337E+12,-15,-36,83
0,0,2,1,349,0,"andreysv, push ups, 12",1.5337E+12,14,-27,90
0,0,3,1,350,0,"andreysv, push ups, 12",1.5337E+12,19,-12,9
0,0,2,0,351,0,"andreysv, push ups, 12",1.5337E+12,19,-12,9
0,0,0,1,352,0,"andreysv, push ups, 12",1.5337E+12,-7,-1,-30
0,0,1,0,353,0,"andreysv, push ups, 12",1.5337E+12,-10,18,-74
0,0,-1,0,354,0,"andreysv, push ups, 12",1.5337E+12,-10,18,-74
0,0,-1,-1,355,0,"andreysv, push ups, 12",1.5337E+12,8,39,-96
0,0,-1,-1,356,0,"andreysv, push ups, 12",1.5337E+12,8,39,-96
0,0,-1,0,357,0,"andreysv, push ups, 12",1.5337E+12,7,10,-69
0,0,-2,0,358,0,"andreysv, push ups, 12",1.5337E+12,6,8,-42
0,0,-2,0,359,0,"andreysv, push ups, 12",1.5337E+12,6,8,-42
0,1,-2,0,360,0,"andreysv, push ups, 12",1.5337E+12,1,6,-14
0,0,-1,0,361,0,"andreysv, push ups, 12",1.5337E+12,1,6,-14
0,0,-1,0,362,0,"andreysv, push ups, 12",1.5337E+12,1,4,0
